BELGRADE_cloud_cover,BELGRADE_global_radiation,BELGRADE_humidity,BELGRADE_precipitation,BELGRADE_pressure,BELGRADE_sunshine,BELGRADE_temp_max,BELGRADE_temp_mean,BELGRADE_temp_min
7,0.74,0.86,0.01,1.0266,3.5,1.4,-1.2,-3.2
1,1.04,0.7,0.0,1.0388,8.1,-1.5,-7.8,-10.1
1,1.03,0.7,0.0,1.0366,7.7,-3.8,-7.5,-11.1
5,0.65,0.71,0.0,1.0307,2.2,-1.6,-6.1,-9.1
4,1.07,0.61,0.0,1.0244,8.0,1.1,-2.9,-9.9
1,1.09,0.7,0.0,1.0212,8.2,3.1,-1.1,-5.5
6,0.56,0.64,0.01,1.0132,1.2,7.9,4.7,-1.5
5,0.72,0.73,0.1,1.0084,2.7,10.6,5.0,1.7
8,0.3,0.98,0.16,1.0042,0.0,3.9,0.4,-0.1
8,0.31,0.76,0.0,1.0189,0.0,0.3,-3.6,-4.8
7,0.4,0.64,0.0,1.0332,0.2,-4.5,-5.5,-6.4
0,1.17,0.64,0.0,1.033,8.4,0.1,-3.9,-7.6
0,1.13,0.77,0.0,1.0297,7.5,0.9,-2.2,-6.6
0,1.18,0.81,0.0,1.0252,8.1,5.2,-0.3,-5.5
7,0.76,0.67,0.04,1.0163,2.5,10.4,5.5,-0.1
7,0.33,0.67,1.02,1.0044,0.0,9.2,7.4,4.5
6,0.85,0.83,0.08,1.0014,3.2,7.1,2.5,0.0
6,0.73,0.78,0.0,0.9986,2.0,5.3,2.2,-1.0
5,0.75,0.79,0.0,1.0111,2.1,3.6,1.5,0.0
8,0.66,0.73,0.0,1.0118,1.3,4.3,1.9,0.0
5,0.35,0.86,0.0,1.025,0.0,1.6,-0.7,-1.5
6,0.84,0.7,0.38,1.016,2.7,4.3,1.4,-2.4
8,0.36,0.95,0.01,1.0203,0.0,1.7,0.7,-0.7
7,0.93,0.83,0.23,1.0222,3.3,6.8,2.7,-0.1
8,0.37,0.93,0.08,1.0219,0.0,5.7,3.8,1.6
7,0.37,0.84,0.0,1.0248,0.0,5.4,3.4,2.2
7,1.07,0.76,0.25,1.0146,4.5,10.9,5.2,1.0
7,0.38,0.89,0.0,1.0247,0.0,5.0,3.9,2.0
5,1.15,0.82,0.0,1.0294,5.1,8.0,4.1,2.1
0,1.3,0.83,0.0,1.0359,6.7,7.9,2.1,-1.7
2,1.22,0.76,0.0,1.0352,5.6,8.4,4.1,-1.8
8,0.41,0.85,0.0,1.0387,0.0,7.4,5.8,2.2
4,0.89,0.81,0.0,1.0373,2.1,9.6,4.6,2.9
0,1.53,0.81,0.03,1.0337,8.9,12.3,5.6,0.2
8,0.42,0.9,0.01,1.0352,0.0,5.2,4.2,-0.4
1,1.46,0.79,0.0,1.0358,7.6,10.5,5.6,0.0
6,1.25,0.8,0.0,1.0341,5.0,9.8,5.5,1.5
8,0.52,0.76,0.0,1.0325,0.1,8.4,5.6,1.5
7,0.44,0.77,0.0,1.0325,0.0,6.5,3.8,1.8
8,0.45,0.75,0.0,1.0352,0.0,4.2,2.9,1.5
0,1.68,0.63,0.0,1.0388,9.2,8.3,2.9,0.0
0,1.73,0.54,0.0,1.0372,9.6,8.3,2.7,-1.5
1,1.74,0.55,0.0,1.0235,9.5,13.8,7.0,-1.5
8,0.44,0.72,0.0,1.0218,0.0,8.7,6.6,5.6
4,1.63,0.65,0.0,1.0286,8.2,10.1,5.6,1.2
5,1.37,0.61,0.0,1.0307,5.5,10.2,5.1,-1.2
3,1.57,0.61,0.0,1.0345,7.3,10.9,4.4,-0.8
3,1.57,0.67,0.0,1.0369,7.1,11.8,5.9,-1.1
2,1.68,0.59,0.0,1.0331,8.1,13.8,8.2,2.5
0,1.72,0.61,0.0,1.0314,8.3,15.0,9.3,1.5
1,1.65,0.55,0.0,1.0324,7.4,16.8,11.0,4.9
0,1.78,0.53,0.0,1.0327,8.6,18.5,11.1,3.6
0,1.85,0.52,0.0,1.0285,9.1,20.6,12.2,5.0
1,1.83,0.48,0.0,1.0257,8.7,21.4,14.1,6.2
1,1.87,0.54,0.0,1.0253,8.9,18.5,11.9,6.6
6,1.18,0.6,0.0,1.0152,2.9,17.4,11.9,8.5
8,0.51,0.84,0.05,1.0182,0.0,11.5,9.4,6.9
7,0.52,0.67,0.0,1.0231,0.0,13.2,11.3,8.9
1,1.92,0.62,0.0,1.0248,8.8,17.7,12.3,5.7
0,2.0,0.53,0.0,1.0257,9.4,18.4,11.3,8.2
0,2.11,0.33,0.0,1.0143,10.3,23.7,15.8,8.0
3,1.97,0.48,0.44,1.0081,8.7,20.2,11.0,7.9
5,0.88,0.75,0.0,1.0138,0.9,9.0,5.1,2.0
3,2.07,0.44,0.01,1.0054,9.4,15.3,9.2,1.4
8,0.56,0.69,0.2,1.0097,0.0,10.6,5.4,3.5
7,1.63,0.68,0.07,1.0221,5.3,7.3,3.6,-0.2
8,0.92,0.64,0.05,1.0247,0.9,12.2,9.0,4.3
7,1.19,0.52,0.0,1.024,2.2,14.8,11.3,6.3
5,1.45,0.55,0.0,1.0219,3.7,16.2,10.6,7.2
3,2.1,0.46,0.26,1.0126,8.7,18.8,12.7,5.5
5,1.3,0.64,0.0,1.0188,2.6,12.7,5.0,3.3
2,1.93,0.53,0.0,1.0207,7.0,10.8,6.0,0.7
3,2.02,0.37,0.0,1.0167,7.6,18.2,12.1,5.1
8,0.83,0.54,0.04,1.0147,0.4,17.8,12.7,8.2
4,1.78,0.57,0.0,1.018,5.5,17.2,12.6,8.6
4,2.03,0.47,0.0,1.0132,7.3,21.3,14.9,10.1
6,1.69,0.55,0.01,1.0121,4.7,21.3,14.7,8.7
3,2.11,0.55,0.0,1.0155,7.7,21.5,15.3,11.5
2,2.42,0.45,0.0,1.0166,10.3,24.4,17.4,9.6
1,2.45,0.42,0.0,1.018,10.4,26.8,19.1,10.0
0,2.54,0.33,0.0,1.0171,11.1,28.0,20.8,14.5
0,2.53,0.43,0.0,1.0136,10.8,27.4,19.7,12.9
5,2.02,0.51,0.0,1.017,6.5,19.9,16.2,14.0
3,2.33,0.49,0.0,1.0134,8.8,20.0,13.8,7.2
3,2.46,0.5,0.0,1.0078,9.8,21.3,15.2,9.9
6,1.42,0.64,0.0,1.0135,2.5,20.7,15.0,9.4
1,2.52,0.55,0.0,1.0184,10.1,21.4,14.3,5.4
1,2.65,0.44,0.0,1.0159,11.1,26.2,19.1,10.9
2,2.59,0.44,0.0,1.0155,10.4,26.9,20.5,14.5
3,2.41,0.48,0.01,1.0158,8.8,26.2,19.6,15.5
5,1.93,0.56,0.0,1.0135,5.2,26.1,19.4,14.4
6,0.9,0.57,0.0,1.0125,0.3,24.9,19.3,13.6
7,1.52,0.71,0.83,1.011,2.7,24.4,16.0,13.2
8,0.91,0.87,0.71,1.0122,0.3,14.6,12.4,10.7
6,2.38,0.73,0.0,1.0169,8.1,16.4,13.1,8.2
2,2.81,0.63,0.0,1.0129,11.5,14.8,10.9,7.4
6,1.89,0.65,0.0,1.0062,4.6,15.1,11.2,8.5
7,0.98,0.82,0.8,1.0018,0.4,12.2,9.9,8.9
8,0.74,0.91,0.87,1.0064,0.0,11.6,10.3,9.3
6,1.58,0.8,0.0,1.0073,2.7,16.6,11.7,8.8
7,1.37,0.75,0.36,1.0077,1.7,20.0,14.6,9.9
5,2.11,0.76,0.0,1.0112,5.7,19.6,14.0,10.0
7,1.62,0.76,2.63,1.0084,2.8,20.3,15.0,10.5
7,2.02,0.81,1.14,1.0021,5.0,20.3,14.4,11.0
8,0.76,0.88,0.08,1.0084,0.0,15.7,13.2,11.6
5,1.48,0.92,1.85,1.013,1.7,16.8,12.7,11.4
1,2.9,0.71,0.0,1.0146,10.9,21.3,15.4,8.4
3,2.36,0.73,0.01,1.0183,6.5,21.8,16.2,10.6
3,2.94,0.64,0.0,1.0191,11.0,23.7,18.0,12.5
1,3.1,0.59,0.0,1.0176,12.4,25.8,19.6,13.0
5,2.49,0.63,0.0,1.0161,7.3,22.9,19.5,15.6
6,1.85,0.72,0.0,1.0191,3.2,19.7,13.6,12.1
5,2.63,0.62,0.38,1.0155,8.2,18.0,13.3,8.2
7,1.94,0.72,0.0,1.0132,3.6,17.3,12.5,8.8
8,0.8,0.83,0.82,1.0117,0.0,12.7,9.6,8.5
5,2.0,0.78,0.08,1.0168,3.9,13.4,9.1,7.7
3,2.5,0.71,0.01,1.0193,7.0,14.3,10.2,6.3
1,3.1,0.63,0.0,1.0172,11.7,19.4,13.3,4.5
7,1.48,0.79,1.11,1.0153,1.4,17.3,12.9,10.9
7,1.88,0.85,0.44,1.0138,3.1,18.5,12.8,11.1
8,0.82,0.91,1.25,1.0156,0.0,12.5,10.2,8.4
6,2.59,0.79,0.0,1.0168,7.4,16.4,11.1,6.7
5,3.03,0.61,1.38,1.0128,10.8,20.2,16.2,6.7
8,0.83,0.93,1.94,1.0052,0.0,16.9,11.5,10.8
8,0.83,0.92,0.55,1.0068,0.0,13.4,12.3,10.1
6,2.74,0.83,1.13,1.007,8.3,19.0,13.4,10.0
6,1.95,0.85,0.71,1.0129,3.3,19.7,14.3,11.2
6,2.32,0.72,0.0,1.0141,5.4,21.4,15.9,10.0
6,2.74,0.75,0.0,1.0145,8.2,22.0,16.8,11.0
2,3.25,0.63,0.0,1.0126,12.3,24.0,18.0,11.6
5,3.24,0.54,0.0,1.0113,12.1,26.3,21.4,13.6
4,3.08,0.61,0.33,1.0084,10.7,28.0,21.1,14.2
6,2.1,0.78,0.97,0.9995,4.0,23.7,18.3,17.2
5,2.43,0.78,0.13,1.0054,5.9,20.3,16.9,14.5
1,3.36,0.66,0.0,1.0087,13.0,24.3,19.3,13.0
3,3.26,0.57,0.0,1.0073,13.0,27.7,22.5,14.7
3,2.77,0.66,0.5,1.0075,9.4,27.9,19.3,13.7
4,2.86,0.6,0.0,1.0084,10.0,24.6,18.4,12.6
8,1.78,0.74,0.0,1.0102,3.5,20.5,17.9,13.7
5,2.03,0.75,0.0,1.0132,4.8,23.7,18.4,15.0
4,2.6,0.67,0.19,1.0103,8.2,25.0,20.7,13.7
7,2.13,0.79,0.01,1.0106,5.3,24.3,18.0,16.2
6,2.09,0.72,0.04,1.0117,5.1,24.5,19.1,13.7
5,2.4,0.73,0.0,1.0129,6.9,24.4,19.2,13.5
4,2.87,0.63,0.13,1.0125,10.0,26.7,22.1,13.8
7,0.98,0.86,0.67,1.0128,0.4,21.2,16.4,14.7
6,1.69,0.86,0.1,1.0131,3.0,22.3,17.7,14.7
2,3.13,0.67,0.0,1.0113,11.8,25.4,20.0,14.4
7,2.01,0.76,0.02,1.0142,4.6,21.8,18.4,16.8
2,3.22,0.64,0.0,1.0168,12.5,23.8,18.8,14.6
2,3.28,0.59,0.0,1.0175,12.9,25.5,20.1,11.3
1,3.16,0.59,0.0,1.019,12.0,26.3,20.5,12.7
0,3.3,0.59,0.0,1.0194,13.1,28.3,22.1,13.7
1,3.32,0.55,0.0,1.0187,13.2,29.5,23.4,14.8
1,2.75,0.59,0.0,1.0195,9.1,30.8,24.8,17.0
1,3.02,0.59,0.0,1.0216,11.0,29.3,23.6,17.4
5,2.49,0.6,0.0,1.0205,7.4,30.0,25.1,19.5
3,2.99,0.56,0.0,1.0193,10.8,28.9,25.0,20.3
1,3.29,0.57,0.0,1.022,13.0,29.7,23.5,15.7
0,3.33,0.5,0.0,1.0195,13.3,31.6,25.6,17.6
2,3.36,0.44,0.0,1.0142,13.6,33.0,27.4,18.0
2,3.34,0.46,0.0,1.0126,13.4,34.5,28.4,21.8
7,2.3,0.63,0.01,1.0194,6.3,29.1,23.1,19.9
2,3.29,0.5,0.0,1.026,13.1,24.7,20.1,14.3
1,3.34,0.52,0.0,1.0236,13.5,26.8,21.2,13.5
1,3.21,0.56,0.0,1.0221,12.5,28.2,21.3,14.3
2,2.95,0.51,0.0,1.0208,10.6,31.3,24.5,14.9
1,3.34,0.51,0.0,1.0192,13.5,32.2,24.8,16.1
1,3.26,0.48,0.0,1.013,12.9,33.3,26.8,18.2
4,2.89,0.52,0.0,1.0149,10.2,26.1,21.9,20.5
3,3.01,0.45,0.0,1.0202,11.1,25.2,20.5,15.6
3,2.51,0.41,0.0,1.0214,7.7,25.2,20.1,14.9
3,3.04,0.43,0.0,1.0186,11.4,26.3,21.6,14.0
7,1.49,0.63,0.4,1.014,2.2,22.6,19.0,14.5
1,3.09,0.57,0.0,1.0172,11.8,25.6,19.5,13.2
3,2.98,0.54,0.0,1.0173,11.0,29.1,22.6,15.6
5,2.48,0.66,0.09,1.013,7.6,32.0,21.7,19.5
2,3.04,0.49,0.15,1.0048,11.5,34.9,27.6,18.6
3,2.56,0.65,0.1,1.0138,8.2,26.8,19.1,16.9
0,3.33,0.51,0.0,1.013,13.8,31.8,25.0,15.5
2,2.98,0.62,1.76,1.0113,11.2,32.1,23.0,18.6
5,2.52,0.77,0.67,1.0108,8.0,25.9,19.8,15.5
6,2.42,0.63,0.0,1.01,7.4,23.4,18.8,16.2
2,3.06,0.67,0.0,1.0124,11.9,25.0,18.6,13.2
4,2.56,0.63,0.21,1.0135,8.4,28.3,20.6,16.1
4,2.47,0.71,0.0,1.0172,7.8,25.3,19.8,16.0
4,2.91,0.58,0.24,1.0143,10.9,27.6,22.8,14.2
7,2.11,0.75,0.26,1.0131,5.6,26.1,21.2,17.6
5,1.28,0.81,0.01,1.0214,1.5,22.6,18.2,16.2
6,2.85,0.62,0.0,1.0232,10.6,24.3,20.4,12.7
0,3.13,0.61,0.0,1.0216,12.8,25.7,19.0,12.7
2,1.13,0.58,0.0,1.0157,1.0,28.7,21.7,13.8
1,3.15,0.44,0.0,1.0095,13.1,32.5,26.4,16.0
5,2.19,0.67,0.32,1.01,6.3,28.4,20.9,15.6
5,0.67,0.86,0.1,1.0161,0.0,17.1,15.0,13.5
3,2.75,0.71,0.0,1.0223,10.2,21.4,16.0,10.7
0,3.11,0.6,0.0,1.0214,13.0,25.4,19.0,10.2
1,3.12,0.5,0.0,1.0151,13.2,28.6,22.5,12.0
2,3.0,0.48,0.0,1.0148,12.3,29.5,24.4,15.7
3,2.73,0.56,0.0,1.0195,10.3,27.0,21.5,16.6
0,2.96,0.53,0.0,1.02,12.1,28.3,21.5,12.4
0,3.01,0.5,0.0,1.0163,12.6,31.3,25.3,15.4
0,2.86,0.46,0.0,1.0128,11.5,33.8,27.9,20.7
1,2.98,0.48,0.0,1.0157,12.5,32.4,25.9,20.3
0,2.86,0.51,0.0,1.0174,11.7,34.9,27.0,19.1
0,2.87,0.45,0.0,1.0171,11.8,36.5,30.2,21.0
0,2.88,0.42,0.0,1.0149,12.0,37.8,29.9,24.6
0,2.86,0.39,0.0,1.0118,11.9,38.7,31.1,21.5
4,2.39,0.68,0.0,1.0177,8.4,30.1,20.4,17.5
5,2.15,0.62,0.0,1.0188,6.8,25.5,20.3,14.2
3,2.0,0.52,0.0,1.0162,5.9,26.6,20.3,16.4
3,2.47,0.53,1.08,1.012,9.2,28.4,19.7,13.1
8,0.62,0.84,0.39,1.0095,0.0,16.2,13.0,12.0
4,1.54,0.75,0.0,1.0134,3.3,20.2,15.2,10.8
0,2.87,0.54,0.0,1.0165,12.7,26.6,19.1,10.5
4,2.49,0.48,0.0,1.0154,9.7,28.6,21.5,16.3
1,2.83,0.65,0.0,1.0217,12.6,24.7,18.0,13.5
3,2.76,0.51,0.1,1.0143,12.1,29.4,22.9,14.1
3,1.75,0.76,0.1,1.0177,4.8,22.5,16.3,14.0
0,2.58,0.65,0.0,1.0212,10.8,23.2,17.2,10.7
1,2.63,0.64,0.0,1.0216,11.4,25.2,18.0,11.0
0,2.62,0.63,0.0,1.0238,11.4,26.8,19.2,11.8
0,2.63,0.59,0.0,1.0246,11.6,28.7,20.9,12.6
0,2.58,0.58,0.0,1.0239,11.3,29.8,22.1,14.2
0,2.42,0.54,0.0,1.021,10.1,30.5,23.3,15.7
1,2.48,0.53,0.0,1.0212,10.7,28.2,21.6,13.5
2,2.33,0.46,0.0,1.0244,9.6,26.1,20.3,12.8
2,2.32,0.57,0.0,1.0262,8.8,24.7,17.6,10.9
2,2.52,0.51,0.0,1.0242,10.6,25.9,19.3,11.5
0,2.57,0.43,0.0,1.019,11.2,26.3,19.6,13.3
0,2.56,0.49,0.0,1.0167,11.2,28.7,20.4,11.4
0,2.5,0.46,0.0,1.0157,10.8,31.3,22.9,14.4
5,2.33,0.54,0.3,1.014,9.5,32.3,23.8,17.3
4,2.28,0.61,0.0,1.0117,9.2,30.5,23.6,18.7
3,2.08,0.51,0.04,1.017,7.7,24.0,19.1,17.1
7,0.81,0.78,0.63,1.0186,0.4,19.1,15.3,13.2
5,0.59,0.75,0.0,1.0181,0.0,19.8,15.4,13.2
4,1.61,0.72,0.0,1.0197,4.5,18.4,13.6,10.6
1,2.01,0.69,0.0,1.0193,7.6,21.6,14.4,8.7
2,2.31,0.63,0.0,1.0204,10.3,24.2,16.8,8.1
0,2.33,0.49,0.0,1.0197,10.7,29.3,20.8,13.3
3,1.88,0.56,0.0,1.0209,6.9,27.4,21.3,14.4
1,2.25,0.55,0.0,1.0239,10.3,25.3,18.0,11.8
1,2.27,0.56,0.0,1.0243,10.6,28.2,19.7,11.0
0,2.23,0.52,0.0,1.0234,10.4,30.3,21.9,13.5
0,2.23,0.57,0.0,1.0176,10.6,32.5,22.9,15.4
0,2.15,0.51,0.0,1.0166,10.0,31.1,22.9,14.0
0,2.13,0.49,0.0,1.0193,10.0,26.2,20.4,13.6
0,2.13,0.57,0.0,1.023,10.1,24.0,16.3,9.2
0,2.12,0.45,0.0,1.0253,10.2,22.0,15.3,10.8
0,2.12,0.44,0.0,1.0239,10.4,22.4,16.1,9.7
0,2.1,0.51,0.0,1.0247,10.4,23.8,16.4,10.0
0,2.18,0.53,0.0,1.0237,11.4,25.2,16.5,9.2
0,2.02,0.47,0.0,1.0183,9.9,26.7,18.3,9.7
3,1.68,0.52,0.0,1.0192,6.9,27.4,18.8,10.5
0,1.95,0.6,0.0,1.0199,9.6,28.5,20.1,11.7
1,1.86,0.62,0.0,1.0175,8.9,29.8,20.3,13.2
4,1.78,0.57,0.0,1.0139,8.2,29.3,20.7,13.8
5,1.39,0.65,0.0,1.0185,4.9,24.3,16.1,13.7
6,1.4,0.63,0.0,1.0214,5.1,20.3,16.1,13.0
3,1.41,0.6,0.0,1.0212,5.3,19.3,16.2,13.2
3,1.23,0.53,0.0,1.0232,3.9,21.6,17.2,14.7
1,1.78,0.5,0.0,1.0212,9.1,21.9,16.3,12.3
2,1.62,0.53,0.0,1.0129,7.6,20.7,16.8,12.5
5,1.43,0.49,0.0,1.0093,6.0,21.3,17.1,12.5
7,0.54,0.61,0.0,1.0229,0.2,18.2,15.7,13.8
2,1.67,0.71,0.0,1.0285,8.7,20.7,14.6,9.2
1,1.72,0.56,0.0,1.0277,9.4,20.0,14.0,9.9
4,1.46,0.55,0.0,1.0248,6.8,19.5,13.8,6.5
5,1.61,0.6,0.0,1.0222,8.6,19.6,14.5,7.0
6,1.24,0.55,0.0,1.0253,5.0,16.9,13.0,10.9
1,1.62,0.61,0.0,1.0266,9.1,17.7,10.9,6.4
0,1.65,0.61,0.0,1.023,9.6,21.1,12.8,6.0
2,1.61,0.53,0.0,1.0156,9.4,22.3,15.0,6.2
6,0.82,0.41,0.0,1.0008,1.9,23.6,19.1,13.7
5,1.32,0.43,0.0,1.0023,6.5,27.3,21.9,18.2
6,0.75,0.64,0.18,1.0061,1.6,21.1,16.3,14.9
4,1.47,0.61,0.0,1.0153,8.5,21.1,14.6,6.9
3,1.02,0.71,0.0,1.019,3.9,18.1,13.3,10.8
3,1.34,0.68,0.0,1.0262,7.3,14.9,10.6,8.2
2,1.23,0.69,0.0,1.0287,6.2,16.6,10.6,7.3
0,1.47,0.66,0.0,1.0247,9.3,18.0,11.2,6.5
4,1.4,0.52,0.0,1.0212,8.6,18.9,11.7,7.5
2,1.45,0.48,0.0,1.018,9.4,20.0,13.0,8.5
0,1.43,0.54,0.0,1.0148,9.3,22.3,14.5,9.7
2,1.31,0.63,0.01,1.0141,8.0,21.7,13.7,10.2
6,1.08,0.56,0.0,1.0144,5.4,23.7,19.1,8.5
3,0.69,0.79,0.0,1.0239,1.8,21.3,11.7,9.5
1,1.21,0.73,0.0,1.0289,7.2,17.0,9.6,4.5
2,1.21,0.73,0.0,1.0264,7.4,15.3,8.7,3.5
1,1.29,0.63,0.0,1.0174,8.7,17.5,10.7,5.4
7,0.9,0.54,1.3,1.0041,4.0,21.0,15.2,9.8
8,0.3,0.94,0.75,1.0074,0.0,15.0,3.0,2.5
8,0.3,0.96,0.34,1.0063,0.0,4.0,3.8,2.7
8,0.3,0.93,0.0,1.0088,0.0,7.0,6.0,3.9
8,0.29,0.94,0.09,1.0138,0.0,9.0,7.9,5.7
5,0.76,0.7,0.0,1.0139,3.1,17.5,11.7,4.7
7,0.41,0.66,0.15,1.0088,0.4,17.0,13.3,9.9
8,0.53,0.85,0.0,1.0059,1.2,16.6,13.0,9.8
6,0.85,0.81,0.0,1.0082,4.3,16.7,12.0,7.4
7,0.62,0.71,0.36,1.0064,2.0,18.9,14.3,11.8
7,0.35,0.73,0.04,1.0112,0.2,16.3,14.3,11.8
7,0.27,0.9,0.09,1.0153,0.0,13.9,10.7,9.3
7,0.38,0.85,0.0,1.0183,0.4,12.2,9.3,8.0
8,0.26,0.81,0.0,1.0153,0.0,9.4,7.6,6.5
8,0.26,0.84,0.0,1.0163,0.0,7.0,6.3,4.3
8,0.26,0.78,0.03,1.0198,0.0,7.8,6.1,5.4
5,0.43,0.79,0.0,1.0316,0.8,5.6,0.9,0.2
3,0.72,0.81,0.0,1.0377,3.6,3.1,-1.3,-3.6
2,1.02,0.67,0.0,1.0286,7.8,6.0,1.2,-3.7
0,0.96,0.71,0.0,1.0208,7.1,11.0,3.3,-2.0
1,0.97,0.63,0.0,1.0218,7.4,13.2,7.1,-1.6
8,0.33,0.72,0.12,1.0169,0.3,14.9,9.5,6.5
7,0.56,0.84,0.0,1.0146,2.1,12.4,10.5,5.8
5,0.38,0.67,0.25,1.0098,0.6,17.5,14.3,10.6
6,0.28,0.9,0.35,1.0124,0.1,16.7,12.2,11.0
4,0.56,0.86,0.02,1.0183,2.3,16.2,12.6,10.3
7,0.23,0.86,0.68,1.0168,0.0,18.6,11.2,9.5
2,0.69,0.9,0.0,1.0138,3.5,15.5,9.9,6.5
2,0.89,0.82,0.0,1.0107,6.8,16.4,10.1,5.5
6,0.25,0.74,0.0,1.0149,0.0,13.8,11.2,7.6
2,0.94,0.59,0.0,1.0196,7.8,18.4,13.0,8.5
3,0.84,0.74,0.0,1.0216,6.1,17.2,11.1,6.9
5,0.6,0.65,0.63,1.0103,2.5,15.9,12.7,7.8
8,0.25,0.97,1.39,1.0098,0.0,13.0,1.3,0.2
8,0.25,0.92,0.54,1.0161,0.0,2.6,1.5,0.2
8,0.24,0.8,0.0,1.0218,0.0,2.9,0.0,-0.6
8,0.24,0.91,0.0,1.0199,0.0,1.7,1.0,-0.5
6,0.24,0.87,0.1,1.0138,0.0,4.6,3.0,-1.4
7,0.45,0.83,0.35,1.0106,1.1,10.7,8.6,3.4
7,0.24,0.79,0.0,1.0186,0.0,9.5,5.3,1.8
2,0.83,0.58,0.0,1.0262,6.4,1.9,-4.2,-5.7
7,0.71,0.73,0.08,1.0249,4.4,-4.0,-4.9,-8.0
7,0.24,0.8,0.48,1.0259,0.0,-4.0,-9.6,-11.0
8,0.24,0.83,0.59,1.0279,0.0,-4.7,-7.6,-10.3
8,0.24,0.9,0.27,1.0295,0.0,-5.7,-6.3,-9.0
8,0.24,0.89,0.01,1.0313,0.0,-4.2,-5.1,-5.8
8,0.24,0.89,0.26,1.0264,0.0,-3.1,-3.6,-5.6
8,0.24,0.88,0.03,1.0149,0.0,2.2,0.5,-4.0
3,0.88,0.72,0.05,1.0166,7.5,2.0,-1.5,-5.0
8,0.24,0.88,0.63,1.0125,0.0,4.0,-3.2,-5.6
8,0.24,0.89,0.58,1.0128,0.0,-5.3,-6.5,-7.5
8,0.24,0.83,0.0,1.0133,0.0,-5.4,-6.1,-7.6
5,0.74,0.8,0.23,1.0134,4.8,-2.8,-4.7,-7.3
8,0.24,0.91,1.7,1.0072,0.0,5.6,2.2,-4.7
8,0.24,0.97,0.24,1.0096,0.0,2.4,0.6,0.2
8,0.24,0.98,0.0,1.0126,0.0,1.0,-0.1,-0.9
7,0.39,0.97,0.0,1.0149,0.6,3.1,-0.7,-1.5
5,0.51,0.73,0.0,1.0144,1.6,11.7,6.9,-3.6
7,0.45,0.64,0.0,1.0134,1.0,17.6,12.6,8.9
8,0.25,0.7,0.36,1.01,0.0,15.4,8.5,2.8
8,0.25,0.96,0.14,1.0248,0.0,3.2,-0.7,-2.0
8,0.25,0.92,0.0,1.0289,0.0,-1.7,-2.8,-4.0
8,0.25,0.88,0.0,1.0277,0.0,-2.0,-2.4,-3.3
8,0.25,0.8,0.0,1.0242,0.0,-2.4,-3.8,-4.5
8,0.25,0.9,0.0,1.0249,0.0,-0.3,-2.1,-4.9
7,0.26,0.91,0.0,1.0319,0.0,-0.8,-2.8,-3.8
1,0.91,0.82,0.0,1.0285,7.0,2.3,-1.3,-3.7
5,0.73,0.77,0.0,1.0216,3.9,4.7,0.6,-6.5
1,0.96,0.71,0.0,1.017,7.6,8.6,4.6,0.4
6,0.32,0.82,0.17,1.0081,0.1,5.5,4.3,3.0
5,0.51,0.8,0.11,1.0052,1.2,10.4,6.9,0.7
7,0.27,0.88,0.32,1.0112,0.0,11.4,3.5,1.8
8,0.27,0.93,1.26,1.0206,0.0,4.0,1.6,0.8
8,0.27,0.95,0.0,1.0286,0.0,1.5,0.0,-0.4
0,1.01,0.83,0.0,1.026,7.7,7.0,1.3,-1.7
8,0.28,0.97,0.0,1.0236,0.0,0.2,-1.3,-2.8
1,0.99,0.85,0.0,1.0236,7.0,9.1,4.6,-2.7
2,0.8,0.9,0.0,1.0283,4.0,8.1,3.6,2.2
0,0.94,0.87,0.0,1.0282,5.9,11.7,5.9,-1.4
0,1.03,0.75,0.0,1.0195,7.1,12.6,6.2,2.2
3,0.73,0.92,0.0,1.02,2.9,5.0,2.0,0.9
3,0.75,0.74,0.0,1.0254,3.0,7.3,3.5,1.8
5,0.53,0.61,0.0,1.0184,0.9,12.0,7.5,1.1
6,0.31,0.81,0.22,1.0184,0.0,8.3,4.7,4.1
6,0.57,0.82,0.18,1.0192,1.1,8.9,3.6,1.5
5,0.76,0.73,0.01,1.0181,2.8,5.2,2.3,0.1
7,0.32,0.76,0.72,1.0176,0.0,1.9,-2.6,-3.5
8,0.32,0.94,1.5,1.0145,0.0,0.3,-1.9,-6.7
8,0.32,0.93,1.41,1.0181,0.0,-1.2,-2.2,-2.6
8,0.33,0.89,0.79,1.0173,0.0,-2.1,-2.9,-4.5
8,0.33,0.92,3.48,1.0177,0.0,-1.9,-2.6,-3.5
8,0.34,0.93,0.4,1.0161,0.0,-1.9,-2.6,-4.5
8,0.34,0.9,0.0,1.0228,0.0,-0.4,-1.2,-2.5
6,0.99,0.79,0.12,1.0211,4.5,5.3,2.0,-1.2
5,0.35,0.78,0.0,1.0239,0.0,3.7,1.4,0.5
2,1.25,0.78,0.0,1.0224,7.6,5.8,1.4,-0.3
5,0.89,0.59,0.0,1.0171,3.0,3.4,2.4,-2.1
8,0.53,0.82,0.0,1.0243,0.4,5.4,2.3,0.9
8,0.37,0.92,0.0,1.0324,0.0,1.9,1.3,0.2
8,0.69,0.86,0.0,1.0311,1.2,2.8,0.5,-1.4
3,1.35,0.69,0.0,1.0244,8.0,6.6,4.8,-0.4
6,0.72,0.56,1.3,0.9961,1.3,13.9,9.4,5.5
