MADRID_cloud_cover,MADRID_global_radiation,MADRID_humidity,MADRID_precipitation,MADRID_pressure,MADRID_sunshine,MADRID_temp_max,MADRID_temp_mean,MADRID_temp_min
6,0.82,0.8,0.0,1.0261,3.6,6.2,3.6,1.0
8,0.57,0.76,0.19,1.0264,1.3,8.2,5.6,3.0
8,0.32,0.91,0.27,1.0256,0.0,5.8,4.8,3.8
2,1.21,0.78,0.0,1.0271,7.9,7.6,4.3,1.0
8,0.37,0.86,0.82,1.0223,0.1,4.3,2.5,0.7
6,0.81,0.8,0.2,1.0098,3.2,5.6,3.1,0.6
6,0.59,0.9,0.15,1.0134,1.3,3.8,1.6,-0.6
7,0.62,0.85,0.2,1.0145,1.5,5.7,2.5,-0.7
3,1.34,0.61,0.0,1.0135,8.9,7.8,5.6,3.4
2,1.02,0.58,0.0,1.0227,5.0,9.1,5.0,0.9
5,0.89,0.84,0.0,1.028,3.6,10.0,5.4,0.8
6,0.54,0.93,0.01,1.0276,0.8,10.2,7.4,4.6
7,0.99,0.84,0.0,1.0307,4.5,11.0,7.0,3.0
7,0.4,0.88,0.0,1.0311,0.1,6.1,4.8,3.5
8,0.36,0.92,0.0,1.0297,0.0,5.8,4.5,3.2
5,1.21,0.81,0.0,1.0251,6.5,13.4,9.6,5.8
5,1.2,0.68,0.0,1.0233,6.3,16.2,12.1,8.0
2,1.49,0.41,0.0,1.0249,9.5,14.5,11.1,7.7
3,1.44,0.62,0.0,1.0304,8.7,16.4,9.9,3.4
0,1.52,0.71,0.0,1.0275,9.5,14.6,8.9,3.2
2,1.53,0.76,0.0,1.0268,9.5,14.0,8.3,2.6
3,1.49,0.76,0.0,1.0285,8.8,14.4,10.2,6.0
5,1.15,0.88,0.0,1.033,5.1,11.7,7.6,3.5
3,1.55,0.69,0.0,1.0357,9.2,15.2,8.1,1.0
0,1.62,0.55,0.0,1.0345,9.8,16.7,10.2,3.7
0,1.62,0.59,0.0,1.0315,9.7,17.2,11.1,5.0
0,1.65,0.49,0.0,1.0273,9.8,20.0,13.0,6.0
1,1.63,0.55,0.0,1.0247,9.5,17.6,11.3,5.0
3,1.32,0.57,0.0,1.0253,6.1,17.1,11.7,6.3
4,1.48,0.54,0.0,1.0291,7.5,16.0,11.2,6.4
0,1.68,0.68,0.0,1.0321,9.5,13.2,8.6,4.0
1,1.71,0.56,0.0,1.0301,9.7,14.8,9.9,5.0
2,1.71,0.51,0.0,1.0343,9.5,16.0,10.1,4.2
6,1.59,0.6,0.17,1.0334,8.1,13.8,8.6,3.4
7,0.96,0.86,0.1,1.0286,2.5,11.0,8.0,5.0
5,1.46,0.74,0.0,1.0256,6.6,11.6,8.5,5.4
2,1.78,0.72,0.0,1.0253,9.6,14.5,9.5,4.5
2,1.81,0.58,0.0,1.0231,9.7,15.4,10.5,5.6
8,1.12,0.65,0.07,1.0212,3.4,17.0,11.5,6.0
4,1.63,0.7,0.0,1.0264,7.6,14.6,11.2,7.8
5,1.43,0.73,0.0,1.0321,5.7,16.0,11.4,6.8
5,1.81,0.63,0.0,1.0327,9.1,18.7,12.7,6.7
4,1.88,0.52,0.0,1.0313,9.6,17.0,12.0,7.0
1,1.95,0.46,0.0,1.0308,9.4,18.0,10.9,3.8
0,2.0,0.42,0.0,1.0301,9.7,19.8,13.0,6.2
4,1.92,0.43,0.0,1.0313,8.9,18.8,12.8,6.8
1,1.99,0.5,0.0,1.0302,9.4,17.5,11.6,5.7
6,1.87,0.53,0.0,1.032,8.3,17.2,11.7,6.2
3,2.0,0.57,0.0,1.0345,9.2,16.0,10.5,5.0
0,2.09,0.4,0.0,1.0335,9.8,17.2,10.6,4.0
0,2.11,0.32,0.0,1.0306,9.8,18.6,12.2,5.8
0,2.13,0.36,0.0,1.0313,9.8,18.0,12.0,6.0
2,2.12,0.36,0.0,1.0325,9.6,19.3,12.7,6.1
4,2.16,0.34,0.0,1.029,9.8,20.0,13.3,6.6
2,2.15,0.36,0.0,1.0266,9.6,21.2,14.1,7.0
4,2.15,0.37,0.0,1.0242,9.5,20.6,15.0,9.4
1,2.18,0.3,0.0,1.0228,9.6,20.2,14.1,8.0
0,2.2,0.38,0.0,1.0238,9.6,19.6,13.8,8.0
0,2.24,0.34,0.0,1.0229,9.8,21.0,14.5,8.0
4,2.0,0.25,0.0,1.0212,7.9,24.2,17.0,9.8
6,1.91,0.38,0.0,1.0187,7.2,22.2,15.8,9.4
8,0.58,0.54,0.11,1.0109,0.0,17.9,13.6,9.3
7,1.01,0.81,0.91,1.0086,1.6,13.1,10.9,8.7
7,0.89,0.88,0.12,1.0104,1.0,13.6,10.7,7.8
7,2.0,0.78,0.0,1.0148,7.4,17.4,12.8,8.2
8,0.99,0.7,0.15,1.0197,1.4,14.2,11.7,9.2
3,2.32,0.66,0.0,1.0215,9.5,15.6,10.8,6.0
5,2.04,0.6,0.0,1.0227,7.4,16.7,11.2,5.7
1,2.48,0.46,0.0,1.0243,10.4,18.1,11.8,5.5
0,2.52,0.45,0.0,1.0219,10.6,19.6,13.3,7.0
3,2.27,0.33,0.0,1.0196,8.7,19.3,13.3,7.3
0,2.55,0.41,0.0,1.022,10.6,20.2,14.1,8.0
4,2.21,0.42,0.0,1.0222,8.1,21.0,14.4,7.8
2,2.6,0.43,0.0,1.0198,10.7,22.2,14.7,7.2
7,1.97,0.49,0.0,1.0168,6.4,20.8,14.6,8.4
4,2.17,0.45,0.0,1.0134,7.6,20.6,13.9,7.2
3,2.67,0.52,0.0,1.0126,10.9,20.3,13.6,6.9
4,2.56,0.53,0.0,1.0107,10.0,20.4,13.8,7.2
8,1.34,0.56,0.39,1.0096,2.6,17.4,13.9,10.4
8,0.95,0.85,1.71,1.0062,0.8,15.1,12.1,9.1
8,1.05,0.82,0.18,1.0116,1.2,14.0,11.2,8.4
7,2.16,0.69,0.0,1.017,7.1,18.2,14.3,10.4
2,2.73,0.6,0.04,1.0162,10.7,20.0,14.3,8.6
6,2.44,0.6,0.0,1.0167,8.7,17.7,14.0,10.3
5,2.31,0.55,0.0,1.0171,7.8,20.3,15.5,10.7
4,2.97,0.57,0.0,1.0174,12.1,22.5,16.5,10.5
6,2.15,0.59,0.0,1.0143,6.7,19.0,15.0,11.0
5,2.54,0.48,0.0,1.0151,9.1,16.8,12.9,9.0
5,2.76,0.5,0.05,1.0129,10.4,18.8,13.0,7.2
7,1.66,0.73,0.96,1.0101,3.8,15.4,12.0,8.6
7,2.24,0.8,0.09,1.0136,7.0,16.6,12.6,8.6
4,2.9,0.66,0.0,1.0187,11.1,19.8,13.8,7.8
4,2.8,0.66,0.0,1.0179,10.4,21.6,15.4,9.2
8,1.69,0.74,0.15,1.0174,3.8,19.4,14.8,10.2
6,2.74,0.61,0.0,1.0145,9.9,21.2,16.4,11.6
8,1.03,0.8,1.68,1.0107,0.8,15.6,12.8,10.0
5,3.18,0.54,0.0,1.0114,12.6,15.6,12.3,9.0
7,1.43,0.61,0.0,1.0158,2.4,13.0,10.5,8.0
6,1.82,0.76,0.0,1.0104,4.3,16.9,13.6,10.3
0,3.27,0.44,0.0,1.0196,13.1,18.3,13.0,7.7
2,3.19,0.46,0.26,1.014,12.4,21.0,14.5,8.0
6,2.17,0.71,0.58,1.0087,6.1,16.9,13.3,9.7
3,2.98,0.5,0.0,1.017,10.9,18.5,12.9,7.3
2,3.31,0.5,0.0,1.0204,13.0,22.0,14.3,6.6
4,3.07,0.53,0.0,1.0183,11.1,24.7,18.1,11.5
7,2.24,0.45,0.0,1.0162,5.8,25.3,20.5,15.7
4,3.28,0.54,0.0,1.0171,12.5,25.5,20.0,14.5
6,2.96,0.47,0.0,1.013,10.2,26.8,20.9,15.0
6,2.21,0.58,0.11,1.0139,5.5,19.7,16.9,14.1
0,3.43,0.46,0.0,1.0212,13.4,23.6,16.8,10.0
0,3.46,0.38,0.0,1.0224,13.5,26.8,19.4,12.0
3,3.28,0.44,0.0,1.0208,12.2,28.8,22.3,15.8
1,3.46,0.31,0.0,1.0183,13.4,30.0,23.4,16.8
0,3.49,0.28,0.0,1.0177,13.6,28.3,21.4,14.5
0,3.5,0.26,0.0,1.0207,13.6,25.9,18.2,10.5
0,3.51,0.18,0.0,1.02,13.6,26.1,19.3,12.5
0,3.49,0.4,0.0,1.0198,13.4,27.3,20.0,12.7
4,3.48,0.28,0.0,1.0168,13.3,29.7,22.1,14.5
6,2.56,0.34,0.0,1.0141,7.2,30.7,23.6,16.5
2,3.44,0.4,0.0,1.0123,12.9,23.8,20.4,17.0
1,3.26,0.41,0.0,1.0156,11.6,24.6,18.3,12.0
2,3.49,0.37,0.0,1.0179,13.2,22.7,17.6,12.5
0,3.56,0.33,0.0,1.0182,13.6,23.0,16.4,9.8
1,3.5,0.28,0.0,1.0137,13.2,26.4,19.1,11.8
2,3.43,0.26,0.0,1.011,12.6,27.6,20.6,13.6
6,3.17,0.47,0.09,1.0075,10.8,24.2,19.3,14.4
6,2.03,0.6,0.66,1.0105,4.1,22.3,17.6,12.9
7,2.57,0.72,0.22,1.0126,7.0,22.4,17.8,13.2
7,2.82,0.69,0.05,1.0143,8.5,22.4,17.6,12.8
7,2.66,0.65,0.05,1.0117,7.5,21.4,16.0,10.6
6,2.96,0.65,0.0,1.0091,9.3,21.1,15.5,9.9
6,2.16,0.73,0.22,1.0084,4.7,17.9,14.6,11.3
6,2.41,0.48,0.15,1.005,6.0,18.8,13.8,8.8
8,0.85,0.87,1.16,0.9993,0.0,12.4,11.1,9.8
8,1.7,0.84,0.61,1.0016,2.5,12.5,10.4,8.3
7,2.32,0.67,0.0,1.0085,6.6,17.8,14.1,10.4
6,2.17,0.6,0.0,1.017,5.8,18.3,13.3,8.3
4,2.82,0.53,0.02,1.0196,9.3,20.8,14.6,8.4
2,3.36,0.49,0.0,1.0205,12.5,21.1,15.3,9.5
5,3.01,0.49,0.14,1.0176,10.4,22.6,16.2,9.8
6,1.62,0.58,0.05,1.0158,3.1,19.5,15.5,11.5
3,3.25,0.49,0.0,1.018,11.8,22.4,16.9,11.4
2,3.57,0.4,0.0,1.015,13.8,25.9,18.8,11.7
2,3.56,0.38,0.0,1.0141,13.7,27.1,21.4,15.7
1,3.63,0.39,0.0,1.0158,14.1,28.2,21.3,14.4
3,3.43,0.33,0.0,1.0154,12.9,29.8,23.0,16.2
0,3.58,0.41,0.0,1.0152,13.8,29.4,23.0,16.6
1,3.61,0.32,0.0,1.0137,14.0,29.0,22.5,16.0
4,3.35,0.42,0.0,1.0116,12.4,29.6,22.7,15.8
3,3.6,0.4,0.0,1.0137,13.9,29.0,23.0,17.0
5,3.21,0.45,0.0,1.0164,11.5,29.7,24.5,19.3
0,3.65,0.43,0.0,1.0161,14.2,30.8,23.7,16.6
1,3.57,0.35,0.0,1.016,13.7,31.2,24.6,18.0
0,3.57,0.36,0.0,1.0172,13.7,31.4,24.2,17.0
0,3.58,0.33,0.0,1.0182,13.8,32.1,25.0,17.9
6,3.32,0.3,0.0,1.0178,12.2,32.8,26.2,19.6
7,2.74,0.37,0.0,1.0176,8.8,31.3,25.7,20.1
6,3.27,0.36,0.0,1.0166,11.9,31.8,25.2,18.6
4,2.51,0.49,0.05,1.0169,7.5,29.2,24.1,19.0
4,3.25,0.44,0.04,1.015,11.8,28.8,23.8,18.8
5,2.93,0.46,0.0,1.0127,9.9,27.4,22.3,17.2
4,3.37,0.47,0.35,1.0165,12.5,26.8,20.9,15.0
5,2.86,0.51,0.0,1.0199,9.5,29.2,22.6,16.0
1,3.41,0.46,0.0,1.0185,12.8,31.0,24.7,18.4
3,3.16,0.44,0.35,1.0161,11.3,34.3,27.5,20.7
6,3.03,0.48,0.15,1.0169,10.5,29.7,23.3,16.9
3,2.96,0.55,0.0,1.018,10.1,31.0,24.2,17.4
5,2.96,0.43,0.0,1.0186,10.1,29.3,24.4,19.5
5,3.02,0.56,0.0,1.0185,10.8,29.8,24.1,18.4
0,3.4,0.42,0.0,1.0175,12.8,30.5,24.5,18.5
2,3.54,0.35,0.0,1.0151,13.7,32.4,26.0,19.6
5,3.35,0.27,0.0,1.0164,12.5,33.0,26.5,20.0
1,3.47,0.31,0.0,1.019,13.3,33.5,27.5,21.5
1,3.46,0.29,0.0,1.0166,13.2,34.6,27.8,21.0
0,3.55,0.28,0.0,1.0135,13.8,33.5,25.9,18.3
1,3.5,0.27,0.0,1.0104,13.5,33.3,26.5,19.7
1,3.56,0.36,0.0,1.0124,13.9,25.7,20.6,15.5
0,3.6,0.31,0.0,1.0201,14.2,25.8,19.0,12.2
0,3.6,0.35,0.0,1.0155,14.2,29.8,22.3,14.8
1,3.59,0.44,0.0,1.0143,14.2,27.4,22.9,18.4
0,3.49,0.28,0.0,1.0181,13.6,27.5,20.7,13.9
4,3.54,0.38,0.0,1.0205,13.9,28.2,22.2,16.2
2,3.1,0.37,0.0,1.0167,11.4,31.0,24.0,17.0
3,3.11,0.29,0.0,1.0093,11.3,33.4,27.1,20.8
1,3.49,0.28,0.0,1.0099,13.7,31.9,25.6,19.3
2,3.15,0.36,0.0,1.0143,11.6,31.6,25.4,19.2
6,2.95,0.37,0.0,1.0123,10.4,30.9,25.7,20.5
1,3.43,0.36,0.0,1.0115,13.4,30.7,24.3,17.9
5,3.18,0.48,0.0,1.0144,11.9,30.5,24.7,18.9
6,2.52,0.42,0.07,1.0186,8.0,31.6,25.5,19.4
7,2.11,0.48,0.77,1.0173,5.8,32.4,25.9,19.4
2,3.34,0.51,0.0,1.016,13.0,29.9,23.8,17.7
1,3.4,0.44,0.0,1.0156,13.4,31.0,24.6,18.2
0,3.33,0.45,0.0,1.0137,13.0,31.4,25.2,19.0
4,2.74,0.47,0.23,1.0119,9.4,31.8,25.5,19.2
5,2.26,0.65,0.01,1.0145,6.7,26.6,22.8,19.0
1,3.32,0.54,0.0,1.0162,13.1,30.0,23.7,17.4
3,3.11,0.43,0.02,1.0154,11.8,32.5,26.0,19.5
3,3.31,0.5,0.0,1.0181,13.1,30.4,24.4,18.4
2,3.22,0.32,0.0,1.0188,12.6,31.7,24.8,17.9
0,3.17,0.42,0.0,1.0145,12.3,33.8,26.9,20.0
3,3.02,0.37,0.0,1.0099,11.4,33.1,26.8,20.5
0,3.11,0.37,0.0,1.0108,12.8,31.2,24.8,18.4
1,3.11,0.44,0.0,1.0133,13.1,30.5,24.8,19.1
7,1.97,0.57,0.85,1.0132,5.4,27.7,23.6,19.5
4,2.51,0.59,0.15,1.013,8.5,26.8,21.6,16.4
7,1.66,0.62,0.0,1.0138,3.9,27.8,23.7,19.6
1,3.22,0.54,0.0,1.0164,13.0,29.5,23.6,17.7
6,2.64,0.51,0.0,1.0182,9.4,28.3,23.6,18.9
0,3.23,0.46,0.0,1.0205,13.2,28.2,22.3,16.4
1,3.16,0.48,0.0,1.0205,12.8,29.5,23.2,16.9
0,3.21,0.28,0.0,1.0197,13.2,29.4,23.0,16.6
0,3.15,0.34,0.0,1.0186,12.9,29.8,22.9,16.0
0,3.14,0.35,0.0,1.0156,12.9,32.3,25.5,18.7
1,2.67,0.45,0.37,1.0124,9.9,30.6,24.8,19.0
0,3.13,0.45,0.0,1.0195,13.0,24.4,18.8,13.2
1,3.03,0.44,0.0,1.0199,12.4,27.3,20.8,14.3
0,3.07,0.33,0.0,1.0195,12.7,31.2,23.8,16.4
1,2.97,0.34,0.0,1.0178,12.1,33.3,25.7,18.1
0,3.0,0.29,0.0,1.0175,12.4,32.2,25.5,18.8
2,2.85,0.34,0.0,1.0171,11.5,32.3,25.1,17.9
1,2.96,0.32,0.0,1.0182,12.3,32.8,26.1,19.4
1,2.93,0.34,0.0,1.0211,12.2,33.9,26.9,19.9
1,2.91,0.36,0.0,1.0204,12.1,33.8,27.1,20.4
1,2.92,0.31,0.0,1.018,12.3,32.7,26.2,19.7
1,2.73,0.27,0.0,1.0171,11.1,31.8,25.7,19.6
2,2.79,0.35,0.0,1.0185,11.6,30.7,24.1,17.5
8,0.81,0.53,0.06,1.0202,0.3,23.6,21.2,18.8
6,2.14,0.45,0.0,1.0144,7.3,28.8,23.4,18.0
8,1.31,0.6,0.09,1.0126,2.4,22.2,18.6,15.0
8,1.83,0.71,0.14,1.0129,5.4,23.6,19.3,15.0
2,2.63,0.64,0.02,1.0142,11.1,26.0,20.3,14.6
0,2.58,0.47,0.0,1.0137,10.8,28.6,22.3,16.0
0,2.59,0.44,0.0,1.0149,11.0,29.6,22.7,15.8
4,2.39,0.43,0.0,1.0155,9.6,30.5,23.6,16.7
2,2.69,0.44,0.0,1.0173,12.0,30.4,24.6,18.8
3,2.47,0.46,0.0,1.0164,10.4,30.2,23.9,17.6
1,2.51,0.45,0.0,1.0168,10.8,29.4,23.3,17.2
2,2.49,0.41,0.0,1.0167,10.8,29.8,23.4,17.0
5,2.27,0.38,0.0,1.0167,9.2,29.5,22.7,15.9
1,2.47,0.35,0.0,1.0206,10.9,30.0,22.3,14.6
0,2.42,0.36,0.0,1.0194,10.6,31.2,23.2,15.2
0,2.34,0.39,0.0,1.0143,10.1,30.7,23.9,17.1
4,2.03,0.51,0.0,1.0112,7.8,30.2,23.9,17.6
8,0.85,0.76,0.34,1.0132,0.8,21.6,18.1,14.6
6,1.72,0.69,0.0,1.0175,5.8,20.8,17.0,13.2
2,2.29,0.69,0.0,1.02,10.2,22.7,16.6,10.5
0,2.29,0.56,0.0,1.0183,10.3,25.2,19.1,13.0
1,2.26,0.49,0.0,1.0183,10.2,27.1,21.3,15.5
0,2.22,0.56,0.0,1.019,10.0,27.2,21.3,15.4
2,2.17,0.56,0.0,1.0196,9.7,27.4,21.6,15.8
3,2.19,0.53,0.0,1.0204,10.0,28.4,23.0,17.6
7,2.12,0.52,0.06,1.0202,9.5,28.4,23.0,17.6
4,1.97,0.65,3.26,1.0167,8.4,26.5,21.0,15.5
8,0.89,0.88,1.93,1.0131,1.3,21.4,18.2,15.0
6,0.82,0.9,0.08,1.014,1.0,17.2,15.3,13.4
7,1.28,0.87,0.05,1.0197,3.6,15.5,12.8,10.1
6,1.72,0.54,0.0,1.0217,6.9,16.6,12.9,9.2
3,1.75,0.75,0.0,1.0192,7.2,20.2,13.9,7.6
3,2.05,0.69,0.0,1.0152,9.9,20.8,15.5,10.2
7,1.79,0.72,0.0,1.0148,7.8,20.5,15.6,10.7
7,0.9,0.74,0.02,1.0129,1.6,17.3,13.7,10.1
8,0.81,0.9,0.56,1.0125,1.2,11.6,10.0,8.4
7,1.59,0.68,0.0,1.0144,6.5,15.4,12.0,8.6
2,1.93,0.84,0.0,1.018,9.5,22.0,16.9,11.8
4,1.88,0.73,0.0,1.0227,9.2,23.0,17.5,12.0
1,1.92,0.67,0.0,1.0235,9.7,23.6,18.5,13.4
3,1.86,0.64,0.0,1.0222,9.3,23.2,18.2,13.2
4,1.86,0.66,0.0,1.0216,9.5,22.4,17.7,13.0
3,1.83,0.73,0.0,1.0214,9.3,21.8,17.4,13.0
7,1.03,0.76,0.63,1.0208,2.9,21.2,17.6,14.0
7,1.05,0.84,0.04,1.0225,3.1,18.1,15.3,12.5
5,1.56,0.8,0.07,1.0232,7.3,18.7,14.4,10.1
5,1.69,0.68,0.0,1.0213,8.6,19.1,16.0,12.9
3,1.74,0.62,0.0,1.0092,9.2,18.7,13.7,8.7
2,1.76,0.5,0.0,1.0142,9.5,13.4,8.9,4.4
1,1.8,0.6,0.0,1.013,10.1,14.8,9.4,4.0
5,1.41,0.64,0.0,1.0166,6.5,15.6,11.2,6.8
6,1.19,0.74,0.0,1.0181,4.7,16.2,11.8,7.4
7,1.2,0.75,0.03,1.0227,4.9,17.2,13.1,9.0
5,1.03,0.76,0.0,1.0241,3.6,18.4,14.1,9.8
3,1.6,0.72,0.0,1.0223,8.8,19.3,14.9,10.5
7,0.9,0.76,0.05,1.0153,2.7,17.1,13.2,9.3
6,1.57,0.74,0.0,1.0156,8.8,14.4,11.1,7.8
5,1.52,0.77,0.0,1.0164,8.4,13.4,10.1,6.8
7,1.09,0.78,0.92,1.0125,4.5,14.3,10.9,7.5
5,1.22,0.84,0.0,1.0157,5.7,11.3,9.1,6.9
3,1.36,0.66,0.0,1.0218,7.2,15.2,10.8,6.4
5,1.29,0.65,0.02,1.0251,6.6,15.5,11.8,8.1
6,1.19,0.68,0.0,1.0241,5.8,16.8,13.6,10.4
5,1.01,0.76,0.0,1.0194,4.2,17.1,14.3,11.5
0,1.56,0.63,0.0,1.023,9.9,13.8,10.7,7.6
0,1.53,0.57,0.0,1.0227,9.7,13.5,8.2,2.9
0,1.51,0.57,0.0,1.0133,9.6,15.1,8.9,2.7
2,1.41,0.57,0.0,1.0112,8.6,14.3,9.5,4.7
5,1.4,0.75,0.0,1.0146,8.6,15.0,9.3,3.6
5,0.93,0.83,0.05,1.0127,3.9,14.0,11.0,8.0
3,1.33,0.53,0.01,1.017,8.1,12.6,9.5,6.4
8,0.59,0.72,0.5,1.0012,1.3,8.6,6.7,4.8
7,0.54,0.64,0.0,0.9992,1.0,7.9,6.1,4.3
7,0.97,0.62,0.0,1.0062,4.6,10.4,7.8,5.2
6,0.96,0.7,0.08,1.0073,4.6,10.4,6.9,3.4
8,0.32,0.91,0.5,1.0105,0.0,7.6,6.7,5.8
8,0.38,0.88,0.45,1.0144,0.2,9.5,7.7,5.9
6,0.4,0.86,0.0,1.0134,0.3,10.5,8.5,6.5
5,0.31,0.92,0.0,1.0134,0.0,6.6,5.4,4.2
8,0.31,0.9,1.76,1.0136,0.0,10.5,8.0,5.5
8,0.56,0.91,2.36,1.0133,1.4,11.7,10.6,9.4
8,0.42,0.9,1.11,1.0134,0.5,12.3,11.4,10.5
8,0.36,0.92,0.91,1.014,0.2,12.0,10.5,9.0
7,0.73,0.89,0.03,1.0168,2.9,14.2,11.6,9.0
8,0.46,0.88,1.16,1.0184,0.8,12.2,10.3,8.4
8,0.29,0.94,1.96,1.009,0.0,12.9,11.2,9.5
7,0.5,0.86,0.13,1.0018,1.1,12.4,9.7,7.0
8,0.44,0.91,1.14,1.0077,0.7,8.4,6.3,4.2
8,0.29,0.92,1.55,1.006,0.0,9.5,7.9,6.3
8,0.68,0.87,0.0,1.0178,2.7,8.2,6.1,4.0
0,1.21,0.72,0.0,1.0291,8.8,8.5,4.7,0.9
1,1.18,0.89,0.0,1.0262,8.6,8.0,4.6,1.2
8,0.43,0.92,0.1,1.0223,0.6,6.5,4.2,1.9
8,0.29,0.96,0.05,1.0233,0.0,9.5,8.0,6.5
5,0.84,0.92,0.0,1.0255,4.4,13.1,10.0,6.9
7,0.33,0.96,0.0,1.0267,0.1,9.6,7.2,4.8
4,1.05,0.72,0.0,1.0269,7.2,12.0,8.3,4.6
6,0.76,0.8,0.09,1.0251,3.6,7.9,5.6,3.3
8,0.53,0.9,0.0,1.0206,1.4,11.6,9.1,6.6
8,0.28,0.93,0.0,1.0233,0.0,12.1,10.7,9.3
7,0.47,0.94,0.0,1.026,1.0,14.6,12.7,10.8
7,0.43,0.88,0.0,1.0291,0.7,12.0,10.0,8.0
3,0.85,0.86,0.0,1.0295,4.8,10.0,7.0,4.0
3,0.98,0.94,0.0,1.0312,6.6,8.6,5.2,1.8
1,1.11,0.76,0.0,1.0303,8.4,14.9,8.9,2.9
0,1.09,0.75,0.0,1.0252,8.1,13.4,8.5,3.6
0,1.12,0.7,0.0,1.0228,8.6,12.0,7.4,2.8
3,1.04,0.77,0.0,1.0195,7.4,10.0,5.5,1.0
5,0.69,0.79,0.0,1.0272,3.1,7.6,5.1,2.6
1,1.09,0.56,0.0,1.0291,8.2,5.6,2.6,-0.4
0,1.06,0.74,0.0,1.0275,7.7,5.2,2.0,-1.2
0,1.06,0.79,0.02,1.0268,7.8,6.6,1.8,-3.0
8,0.28,0.88,0.31,1.0182,0.0,3.2,1.8,0.4
8,0.28,0.96,0.17,1.0108,0.0,7.5,5.4,3.3
6,0.28,0.93,0.12,1.0032,0.0,11.0,8.8,6.6
8,0.28,0.92,2.39,1.0061,0.0,8.2,6.5,4.8
8,0.54,0.89,0.24,1.0017,1.6,9.5,7.7,5.9
6,0.36,0.92,0.0,1.004,0.3,8.2,7.0,5.8
6,0.83,0.88,0.11,1.0094,4.6,9.3,6.9,4.5
8,0.64,0.9,0.02,1.0082,2.5,11.3,8.8,6.3
8,0.28,0.85,0.06,1.0048,0.0,10.6,9.5,8.4
8,0.28,0.91,1.88,1.009,0.0,11.6,10.0,8.4
7,0.73,0.84,0.25,1.0066,3.4,15.6,12.0,8.4
8,0.33,0.91,0.43,1.008,0.1,12.8,11.5,10.2
6,0.89,0.86,0.04,1.0101,5.1,11.6,9.4,7.2
5,0.58,0.92,0.01,1.0229,1.8,10.4,8.1,5.8
5,0.77,0.88,0.01,1.0266,3.7,7.8,5.7,3.6
1,1.14,0.76,0.0,1.0306,8.3,8.4,4.5,0.6
3,1.18,0.8,0.0,1.0299,8.7,8.1,4.1,0.1
2,1.12,0.81,0.0,1.029,7.8,6.4,3.5,0.6
7,0.68,0.87,0.0,1.0261,2.6,7.0,3.8,0.6
8,0.3,0.92,0.0,1.0222,0.0,11.6,9.3,7.0
6,0.82,0.77,0.2,1.022,3.9,12.4,9.8,7.2
8,0.76,0.82,0.0,1.0278,3.3,9.2,6.5,3.8
8,0.31,0.89,0.0,1.0197,0.0,11.1,9.4,7.7
7,0.31,0.82,0.72,1.0153,0.0,9.7,6.2,2.7
1,1.25,0.74,0.0,1.0263,9.0,8.0,4.1,0.2
6,0.56,0.76,0.0,1.023,1.3,8.6,4.9,1.2
8,0.32,0.87,1.79,1.015,0.0,8.8,7.6,6.4
8,0.41,0.86,1.12,1.0112,0.3,6.6,5.8,5.0
1,1.25,0.64,0.0,1.026,8.5,10.2,6.5,2.8
0,1.31,0.7,0.0,1.0348,9.2,9.6,5.2,0.8
0,1.3,0.81,0.0,1.0331,8.9,9.0,4.9,0.8
7,0.89,0.8,0.0,1.0313,4.0,11.2,6.5,1.8
6,0.7,0.76,0.0,1.0329,2.2,8.7,5.1,1.5
5,1.12,0.76,0.0,1.0312,6.3,11.2,6.9,2.6
0,1.35,0.77,0.0,1.0335,9.1,12.5,7.6,2.7
0,1.38,0.75,0.0,1.0332,9.3,13.8,8.5,3.2
0,1.35,0.67,0.0,1.029,8.8,14.0,9.6,5.2
3,1.4,0.64,0.0,1.0225,9.3,14.0,8.9,3.8
0,1.43,0.7,0.0,1.0229,9.5,12.0,7.8,3.6
0,1.44,0.64,0.0,1.0256,9.4,12.1,6.3,0.5
0,1.46,0.42,0.0,1.0257,9.6,9.2,4.5,-0.2
3,1.39,0.51,0.0,1.0269,8.6,11.7,5.8,-0.1
2,1.48,0.55,0.0,1.0296,9.5,9.8,6.6,3.4
1,1.47,0.56,0.0,1.0312,9.2,12.6,8.1,3.6
2,1.48,0.67,0.0,1.0341,9.2,14.6,8.5,2.4
0,1.51,0.75,0.0,1.0353,9.4,15.2,9.2,3.2
0,1.54,0.73,0.0,1.0328,9.6,15.4,9.5,3.6
5,0.93,0.76,0.22,1.0228,3.2,11.2,8.1,5.0
3,1.42,0.66,0.0,1.0213,7.9,10.7,6.5,2.3
2,1.23,0.59,0.0,1.0223,5.8,9.6,6.3,3.0
1,1.57,0.54,0.0,1.0269,9.3,10.8,5.0,-0.8
8,0.85,0.52,0.0,1.0314,2.3,11.2,5.9,0.6
2,1.64,0.52,0.0,1.0332,9.7,14.7,8.3,1.9
7,1.61,0.57,0.0,1.025,9.2,16.6,8.8,1.0
6,1.26,0.48,0.0,1.0243,5.5,11.3,7.6,3.9
2,1.72,0.45,0.0,1.0358,10.1,8.4,5.1,1.8
0,1.72,0.5,0.0,1.0396,10.0,11.8,5.3,-1.2
0,1.69,0.54,0.0,1.033,9.5,15.5,7.9,0.3
0,1.79,0.52,0.0,1.0282,10.4,13.5,8.3,3.1
