BASEL_cloud_cover,BASEL_global_radiation,BASEL_humidity,BASEL_precipitation,BASEL_pressure,BASEL_sunshine,BASEL_temp_max,BASEL_temp_mean,BASEL_temp_min
8,0.23,0.83,0.01,1.018,0.0,1.6,-0.8,-1.6
7,0.45,0.91,0.0,1.018,1.0,1.1,-1.6,-3.0
5,0.78,0.85,0.21,1.018,5.0,3.4,0.9,-2.7
3,0.93,0.73,0.0,1.018,7.4,10.7,4.7,1.2
7,0.25,0.7,0.2,1.018,0.0,10.2,7.7,0.7
8,0.6,0.79,0.93,1.018,2.2,14.2,8.2,5.0
7,0.58,0.76,0.04,1.018,1.9,7.5,3.9,2.1
8,0.37,0.86,1.87,1.018,0.3,7.8,3.7,2.5
8,0.26,0.93,0.67,1.018,0.0,4.9,2.9,2.0
5,0.26,0.84,0.07,1.018,0.0,6.7,2.9,0.4
7,0.27,0.86,0.13,1.018,0.0,5.6,3.6,2.4
8,0.79,0.76,0.2,1.018,3.8,12.2,9.3,2.7
5,0.74,0.84,0.22,1.018,3.1,11.7,5.4,1.8
8,0.4,0.78,0.0,1.018,0.3,8.8,5.6,2.4
5,0.76,0.73,0.25,1.018,3.1,12.8,8.8,5.4
4,0.97,0.79,0.0,1.018,5.6,11.6,5.9,4.3
7,0.8,0.75,0.38,1.018,3.3,12.6,6.7,-0.2
8,0.3,0.92,0.04,1.018,0.0,9.5,6.7,6.2
3,1.18,0.84,0.0,1.018,8.2,15.3,7.9,4.3
2,1.22,0.78,0.0,1.018,8.6,16.1,7.7,2.4
3,1.17,0.84,0.0,1.018,7.7,15.5,7.2,2.4
5,1.28,0.85,0.01,1.018,9.1,14.1,5.3,2.0
8,0.32,0.99,0.0,1.018,0.0,3.6,2.4,1.2
3,1.25,0.86,0.0,1.018,8.1,13.8,5.7,0.7
5,0.99,0.94,0.01,1.018,4.5,10.4,2.8,-0.5
8,0.8,0.99,0.0,1.018,2.4,6.8,1.8,-0.3
5,1.15,0.86,0.0,1.018,6.1,10.4,4.5,-0.4
3,1.01,0.87,0.0,1.018,4.2,8.7,3.6,1.1
3,1.15,0.73,0.0,1.018,5.7,14.5,7.6,0.6
3,1.27,0.62,0.0,1.018,7.1,19.3,9.9,6.0
4,1.14,0.66,0.22,1.018,5.3,16.8,9.3,3.5
6,1.15,0.74,0.0,1.018,5.2,16.9,9.8,4.5
6,1.26,0.66,0.0,1.018,6.4,20.1,12.5,7.5
7,0.63,0.77,0.35,1.018,0.7,14.0,7.0,5.0
5,1.08,0.77,0.0,1.018,3.6,9.4,5.3,4.3
5,1.31,0.71,0.0,1.018,5.6,12.0,5.1,-1.0
8,0.49,0.9,0.02,1.018,0.1,7.6,5.4,4.8
4,1.39,0.83,0.0,1.018,6.1,12.0,5.2,2.6
1,1.67,0.78,0.0,1.018,9.1,12.8,4.7,-1.6
2,1.73,0.69,0.0,1.018,9.6,17.4,8.1,0.5
2,1.8,0.73,0.0,1.018,10.2,17.5,7.3,1.7
1,1.77,0.81,0.0,1.018,9.6,16.7,6.9,0.4
3,1.82,0.66,0.0,1.018,9.9,20.5,8.9,3.3
3,1.62,0.66,0.0,1.018,7.5,19.0,9.5,3.3
3,1.1,0.79,0.0,1.018,2.8,16.3,9.1,6.6
1,1.89,0.72,0.0,1.018,10.1,18.6,9.7,1.4
5,0.99,0.7,0.0,1.018,1.9,16.2,10.6,7.7
7,0.48,0.84,0.0,1.018,0.0,11.2,8.0,6.6
2,1.83,0.71,0.0,1.018,8.7,16.4,8.1,3.4
0,1.97,0.77,0.0,1.018,10.1,18.4,8.7,1.4
0,2.05,0.64,0.0,1.018,10.7,23.3,12.6,4.4
6,1.53,0.7,0.27,1.018,5.4,19.4,8.7,5.5
4,1.41,0.78,0.21,1.018,4.3,9.5,4.0,1.9
4,1.93,0.72,0.0,1.018,8.8,9.4,4.0,0.9
7,1.34,0.81,0.11,1.018,3.6,8.7,3.7,1.7
2,1.93,0.69,0.0,1.018,8.5,7.1,1.1,-1.3
0,2.2,0.68,0.0,1.018,11.1,14.4,4.6,-2.5
0,2.24,0.67,0.0,1.018,11.3,15.8,6.3,0.1
0,2.25,0.7,0.0,1.018,11.2,16.3,7.8,0.0
4,2.05,0.65,0.0,1.018,8.9,18.3,9.4,1.8
7,1.2,0.75,0.0,1.018,2.2,10.7,7.0,5.4
3,2.25,0.69,0.0,1.018,10.6,10.2,3.6,-0.7
5,2.01,0.56,0.01,1.018,8.1,15.1,8.0,-1.6
8,0.57,0.78,0.22,1.018,0.0,12.8,9.2,6.6
7,0.81,0.84,0.04,1.018,0.4,14.6,9.6,8.3
8,0.74,0.85,0.5,1.018,0.2,14.3,9.8,5.3
7,1.5,0.81,0.0,1.018,3.6,17.2,11.4,8.3
5,1.94,0.7,0.0,1.018,6.8,18.3,10.5,7.5
4,1.67,0.7,0.01,1.018,4.6,19.0,12.1,5.3
3,2.2,0.63,0.0,1.018,8.7,25.1,14.9,8.0
8,1.72,0.54,0.0,1.018,4.8,26.0,17.2,7.2
6,0.62,0.73,0.01,1.018,0.0,19.5,14.2,11.0
5,1.55,0.78,0.45,1.018,3.5,24.8,14.3,10.9
5,1.85,0.9,0.0,1.018,5.4,18.0,11.6,7.2
6,2.05,0.72,0.32,1.018,6.8,24.3,14.4,7.4
7,1.74,0.71,0.0,1.018,4.5,18.6,13.5,9.8
3,2.3,0.76,0.0,1.018,8.6,22.0,13.1,8.0
1,2.65,0.69,0.12,1.018,11.6,26.4,15.5,6.7
8,1.28,0.81,1.07,1.018,1.7,17.6,12.2,10.1
6,0.99,0.88,0.43,1.018,0.6,14.8,8.8,7.6
8,2.01,0.81,0.82,1.018,5.9,17.2,9.2,4.8
7,1.55,0.8,0.07,1.018,2.9,17.5,11.6,8.2
7,1.64,0.74,0.36,1.018,3.4,16.7,10.7,6.7
3,2.4,0.74,0.0,1.018,8.6,18.8,11.5,6.2
8,1.5,0.84,0.22,1.018,2.5,18.7,11.7,7.8
5,1.49,0.8,0.34,1.018,2.4,19.2,13.2,8.9
7,1.45,0.85,0.3,1.018,2.2,18.1,11.1,8.7
8,0.71,0.91,2.09,1.018,0.0,10.9,9.3,7.6
8,0.71,0.86,0.22,1.018,0.0,11.5,8.7,7.2
6,2.69,0.76,0.94,1.018,10.3,17.8,11.8,5.2
8,1.49,0.8,0.37,1.018,2.2,16.7,11.6,9.7
4,2.6,0.63,0.0,1.018,9.4,16.4,9.7,6.8
8,2.1,0.74,0.7,1.018,5.6,19.5,11.7,3.2
6,1.55,0.84,0.27,1.018,2.4,17.8,10.1,7.3
8,0.92,0.83,0.15,1.018,0.2,12.8,9.6,7.1
7,1.93,0.8,0.23,1.018,4.0,18.7,11.5,7.2
6,1.77,0.93,0.57,1.018,3.1,18.4,11.5,8.5
7,2.26,0.83,0.28,1.018,6.0,18.5,13.3,10.3
7,2.78,0.76,0.0,1.018,9.9,25.3,17.1,11.1
6,2.65,0.77,1.57,1.018,8.8,27.0,18.0,11.2
7,1.24,0.95,0.46,1.018,0.8,17.5,13.1,12.4
7,2.01,0.74,0.52,1.018,4.2,19.9,13.4,8.6
5,2.94,0.66,0.0,1.018,10.9,18.2,13.2,9.8
7,2.41,0.67,0.14,1.018,6.7,15.2,11.2,9.5
8,2.12,0.78,0.02,1.018,4.7,15.4,8.7,5.9
5,2.03,0.79,0.05,1.018,4.1,12.4,6.8,4.4
5,2.28,0.65,0.0,1.018,5.6,16.7,11.5,1.5
6,2.52,0.64,0.0,1.018,7.2,21.8,15.3,9.8
6,3.12,0.62,0.1,1.018,12.0,25.7,18.5,11.1
8,1.85,0.76,0.23,1.018,3.0,19.8,14.4,12.0
5,2.77,0.68,0.0,1.018,8.9,18.2,13.4,8.8
3,3.27,0.61,0.0,1.018,13.1,19.0,12.7,4.7
6,2.8,0.6,0.0,1.018,9.0,20.4,13.8,5.8
6,2.13,0.66,0.0,1.018,4.4,19.0,12.4,5.6
8,1.14,0.74,0.0,1.018,0.4,14.4,10.2,7.9
5,2.0,0.78,0.39,1.018,3.6,14.3,9.0,6.2
8,0.82,0.9,0.0,1.018,0.0,12.7,9.1,4.6
8,1.42,0.85,0.15,1.018,1.1,18.6,11.2,8.6
3,3.11,0.78,0.0,1.018,11.2,22.0,13.4,6.9
5,2.69,0.72,0.08,1.018,7.8,24.8,16.0,7.9
6,1.82,0.95,1.58,1.018,2.6,20.9,14.0,12.1
8,0.83,0.97,0.15,1.018,0.0,12.9,8.5,6.8
8,0.83,0.95,1.3,1.018,0.0,9.6,7.3,5.8
5,1.64,0.9,0.27,1.018,1.8,12.4,6.6,4.5
3,3.12,0.78,0.0,1.018,11.0,19.0,10.7,1.0
7,2.31,0.71,0.01,1.018,5.1,24.3,15.6,5.6
8,0.83,0.96,1.24,1.018,0.0,17.1,11.5,10.1
8,1.14,0.88,0.02,1.018,0.5,15.6,11.9,7.9
8,1.14,0.8,0.0,1.018,0.5,15.7,12.3,9.8
8,0.84,0.88,0.0,1.018,0.0,13.3,11.6,9.6
3,3.29,0.75,0.0,1.018,12.5,22.3,16.2,8.0
7,2.18,0.82,0.38,1.018,4.9,23.2,16.7,13.0
8,0.95,0.85,0.0,1.018,0.1,19.9,16.1,13.6
6,2.04,0.75,0.31,1.018,4.1,24.4,17.4,13.1
7,1.64,0.91,0.82,1.018,2.2,20.1,13.3,10.3
7,1.84,0.76,0.0,1.018,3.1,19.6,13.7,8.5
5,2.26,0.78,0.01,1.018,5.3,20.6,14.4,9.1
7,2.12,0.75,0.16,1.018,4.5,19.9,15.2,11.7
6,1.85,0.84,0.29,1.018,3.1,20.7,14.2,12.4
3,3.23,0.67,0.0,1.018,11.9,22.0,15.8,10.8
1,3.46,0.65,0.0,1.018,13.7,24.5,16.6,7.4
4,2.77,0.69,0.0,1.018,8.5,25.0,16.4,8.9
1,3.4,0.66,0.0,1.018,13.2,26.4,18.4,9.2
0,3.55,0.64,0.0,1.018,14.4,28.6,20.5,10.9
1,3.36,0.69,0.0,1.018,12.9,29.3,21.1,14.2
3,2.73,0.75,0.0,1.018,8.2,28.0,20.6,14.5
3,3.35,0.61,0.0,1.018,12.8,28.1,21.4,14.7
7,1.81,0.86,0.61,1.018,2.9,25.4,19.5,13.0
2,3.27,0.7,0.0,1.018,12.2,28.8,20.0,14.1
0,3.51,0.65,0.55,1.018,14.1,30.3,22.3,12.5
6,2.41,0.77,0.0,1.018,6.2,32.8,22.8,15.6
6,2.48,0.74,1.26,1.018,6.6,31.5,21.0,17.0
8,0.85,0.9,1.57,1.018,0.0,20.9,17.6,15.7
3,3.2,0.76,0.0,1.018,11.7,22.0,15.6,11.4
1,3.44,0.66,0.0,1.018,13.6,27.2,18.6,8.4
0,3.51,0.67,0.0,1.018,14.2,30.8,22.2,12.8
3,3.5,0.64,0.0,1.018,14.1,31.5,23.2,13.5
2,3.31,0.61,0.0,1.018,12.6,32.8,24.6,15.6
3,2.95,0.69,0.0,1.018,9.9,32.6,24.0,16.9
7,2.45,0.59,0.0,1.018,6.5,25.9,19.9,16.9
3,3.35,0.56,0.0,1.018,13.0,22.0,15.1,11.7
1,3.43,0.53,0.0,1.018,13.7,21.9,15.3,9.8
0,3.03,0.53,0.0,1.018,10.6,23.8,16.5,6.2
3,2.92,0.63,0.22,1.018,9.8,24.9,18.1,7.9
5,2.3,0.76,0.0,1.018,5.7,23.3,17.2,14.2
4,2.83,0.65,0.0,1.018,9.2,26.6,19.2,12.6
7,1.86,0.63,0.0,1.018,3.3,26.6,20.7,13.2
3,3.24,0.68,2.35,1.018,12.4,32.8,20.3,15.4
7,1.64,0.81,0.51,1.018,2.3,18.7,12.9,9.6
8,1.08,0.9,2.62,1.018,0.4,18.5,14.7,9.8
8,1.58,0.82,0.45,1.018,2.1,19.4,13.5,12.7
7,1.53,0.74,0.69,1.018,1.9,19.3,15.7,11.2
8,1.43,0.87,0.32,1.018,1.5,18.3,13.5,11.7
7,2.45,0.76,0.11,1.018,6.9,23.0,15.8,12.2
7,0.98,0.95,0.76,1.018,0.2,20.7,14.8,13.2
4,2.94,0.82,0.0,1.018,10.4,23.5,16.1,10.4
1,3.21,0.72,0.0,1.018,12.6,24.8,17.0,9.7
4,2.9,0.73,0.0,1.018,10.2,23.6,17.3,11.0
3,3.01,0.77,0.0,1.018,11.1,22.4,16.1,9.5
4,2.84,0.76,0.0,1.018,9.9,24.4,16.5,10.3
0,3.2,0.67,0.0,1.018,12.8,26.4,17.9,10.3
0,3.29,0.63,0.0,1.018,13.6,28.9,20.0,12.0
6,2.65,0.59,0.0,1.018,8.7,29.6,22.2,15.0
8,0.78,0.78,0.84,1.018,0.0,21.6,16.7,14.6
5,2.36,0.79,0.0,1.018,6.8,21.5,15.1,11.0
5,2.83,0.73,0.0,1.018,10.2,22.3,15.0,9.2
0,3.14,0.72,0.0,1.018,12.8,25.1,16.5,7.3
4,2.86,0.67,1.16,1.018,10.6,28.6,20.2,10.9
5,2.08,0.85,0.04,1.018,5.2,23.2,17.2,15.5
1,3.05,0.73,0.0,1.018,12.3,22.6,16.2,10.8
1,3.13,0.7,0.0,1.018,13.0,25.6,17.6,9.4
0,3.22,0.68,0.0,1.018,13.9,31.3,21.8,12.1
5,2.9,0.61,0.18,1.018,11.3,31.7,23.0,15.7
8,0.75,0.96,1.03,1.018,0.0,21.7,16.6,15.7
7,1.37,0.94,1.47,1.018,1.7,21.8,18.6,15.7
5,1.58,0.88,0.41,1.018,2.7,23.3,17.7,15.7
8,1.12,0.95,1.79,1.018,0.8,24.2,18.5,13.5
4,2.12,0.78,0.08,1.018,5.9,23.6,17.3,15.6
7,1.24,0.96,1.72,1.018,1.3,19.5,13.0,11.0
3,2.62,0.75,0.0,1.018,9.7,22.3,13.9,9.0
4,2.64,0.73,0.0,1.018,10.0,23.4,15.6,9.2
8,1.32,0.71,0.21,1.018,1.7,20.0,15.6,11.6
6,2.14,0.79,0.32,1.018,6.4,20.2,13.6,11.3
6,1.42,0.75,0.07,1.018,2.2,20.0,13.3,11.3
2,2.74,0.75,0.0,1.018,11.2,21.6,15.3,8.0
5,1.4,0.77,0.04,1.018,2.2,21.1,14.1,10.7
4,2.25,0.75,0.0,1.018,7.5,21.2,14.4,12.2
3,2.43,0.77,0.0,1.018,9.0,23.7,15.9,8.8
7,2.13,0.77,0.0,1.018,6.8,22.1,16.0,12.0
7,1.93,0.68,0.0,1.018,5.5,21.5,16.5,13.8
6,1.87,0.72,0.0,1.018,5.2,21.9,15.6,10.8
0,2.8,0.72,0.0,1.018,12.7,25.1,16.5,10.1
1,2.75,0.74,0.0,1.018,12.4,29.2,19.2,11.0
1,2.72,0.63,0.0,1.018,12.3,30.8,21.0,13.9
1,2.74,0.71,0.0,1.018,12.6,29.9,20.8,14.6
0,2.66,0.71,0.0,1.018,12.0,32.6,21.4,13.5
0,2.75,0.72,0.0,1.018,13.0,32.8,22.2,15.2
0,2.65,0.7,0.0,1.018,12.3,31.3,21.5,15.3
0,2.43,0.74,0.0,1.018,10.9,32.4,21.7,13.3
0,2.4,0.74,0.0,1.018,10.8,31.2,21.2,14.7
4,2.06,0.74,0.0,1.018,7.7,29.7,21.3,15.1
7,2.12,0.72,0.37,1.018,8.4,29.2,21.5,16.2
7,1.27,0.87,1.16,1.018,2.2,24.0,17.6,15.8
5,1.59,0.77,0.22,1.018,4.3,23.2,16.7,11.6
7,0.74,0.75,0.15,1.018,0.2,16.5,14.0,12.1
4,1.54,0.79,0.0,1.018,4.1,18.8,12.4,8.3
5,2.12,0.8,0.0,1.018,9.2,20.7,13.7,6.2
2,2.23,0.79,0.0,1.018,10.5,22.8,13.7,9.6
1,2.08,0.75,0.1,1.018,9.1,24.3,16.5,8.8
6,1.49,0.77,0.0,1.018,4.1,22.0,15.7,12.1
4,2.15,0.76,0.28,1.018,10.2,26.8,18.0,9.9
8,0.8,0.84,0.6,1.018,0.5,25.5,18.7,15.7
3,1.87,0.79,0.0,1.018,7.7,27.0,19.5,16.4
0,2.15,0.79,0.0,1.018,10.8,28.8,21.2,13.6
2,2.09,0.77,0.0,1.018,10.3,31.9,22.2,14.8
0,2.11,0.77,0.0,1.018,10.8,31.0,21.5,15.0
3,1.99,0.79,0.0,1.018,9.6,28.9,20.6,15.2
4,1.87,0.78,0.0,1.018,8.6,28.8,20.3,15.3
5,1.95,0.85,0.0,1.018,9.6,26.5,19.3,13.5
3,1.51,0.86,0.0,1.018,5.4,24.3,18.2,16.1
3,1.9,0.83,0.0,1.018,9.5,28.4,19.2,13.0
3,1.86,0.8,0.0,1.018,9.2,28.2,19.0,13.9
0,1.86,0.86,0.0,1.018,9.4,23.4,16.7,13.0
5,1.43,0.82,0.09,1.018,5.2,25.4,17.5,12.4
4,1.52,0.82,0.0,1.018,6.2,27.3,18.7,13.4
6,1.71,0.79,0.0,1.018,8.3,27.9,19.5,13.9
6,1.42,0.73,0.0,1.018,5.5,27.7,19.4,14.8
8,0.45,0.9,0.45,1.018,0.0,20.8,16.8,15.2
8,0.45,0.92,1.12,1.018,0.0,17.9,14.7,14.0
8,0.44,0.93,0.06,1.018,0.0,15.7,13.9,12.8
8,0.44,0.91,0.0,1.018,0.0,17.9,15.2,13.6
6,1.41,0.86,0.0,1.018,6.2,21.6,15.5,13.5
3,1.53,0.81,0.0,1.018,7.7,24.7,16.1,13.3
7,1.2,0.82,0.75,1.018,4.4,22.6,15.7,10.7
8,0.41,0.87,0.31,1.018,0.0,14.5,11.2,10.1
5,1.26,0.83,0.0,1.018,5.3,17.6,11.4,6.3
3,1.54,0.85,0.0,1.018,8.6,21.8,13.3,9.3
1,1.6,0.83,0.0,1.018,9.7,22.5,13.9,7.7
5,1.45,0.85,0.0,1.018,8.0,22.0,13.6,8.7
7,1.32,0.89,0.0,1.018,6.6,19.8,13.8,7.7
5,0.38,0.88,0.0,1.018,0.0,15.0,12.0,10.5
3,1.34,0.86,0.0,1.018,7.2,16.7,9.9,7.3
0,1.5,0.84,0.0,1.018,9.5,19.3,11.5,4.6
6,1.05,0.86,0.0,1.018,4.2,19.3,13.0,7.6
8,0.36,0.79,1.24,1.018,0.0,14.7,10.7,9.4
4,0.85,0.86,0.1,1.018,2.6,9.9,4.6,2.7
8,0.35,0.86,0.22,1.018,0.0,7.8,5.8,1.2
2,1.35,0.83,0.0,1.018,8.6,14.6,6.1,3.3
3,1.23,0.83,0.01,1.018,7.2,13.8,5.7,0.4
6,0.87,0.87,0.0,1.018,3.2,13.1,7.6,2.4
8,0.33,0.85,0.2,1.018,0.0,16.1,10.9,6.7
4,1.28,0.72,0.21,1.018,8.5,22.1,13.9,8.0
8,0.32,0.86,1.55,1.018,0.0,19.4,13.8,11.7
7,0.5,0.87,0.0,1.018,0.6,17.3,13.8,11.7
8,0.63,0.85,1.0,1.018,1.5,15.7,10.7,8.4
6,0.37,0.92,0.15,1.018,0.1,11.2,8.5,7.4
3,1.01,0.89,0.0,1.018,5.7,12.8,7.6,4.8
6,1.02,0.89,0.0,1.018,6.1,13.7,7.1,3.7
4,1.15,0.84,0.0,1.018,8.1,13.7,8.0,3.6
5,0.51,0.92,0.0,1.018,0.9,9.9,6.0,4.8
1,1.17,0.85,0.0,1.018,9.0,12.7,6.2,1.7
8,0.28,0.91,0.4,1.018,0.0,9.3,5.7,1.6
7,0.75,0.89,0.15,1.018,3.3,5.4,1.6,0.6
6,0.63,0.86,0.05,1.018,2.1,5.7,2.5,1.3
7,0.49,0.89,0.01,1.018,1.0,4.2,1.1,-0.8
8,0.26,0.87,0.0,1.018,0.0,4.6,2.8,0.6
7,0.34,0.8,0.34,1.018,0.2,10.4,7.3,2.2
8,0.26,0.89,0.94,1.018,0.0,10.8,8.2,7.2
7,0.9,0.8,0.0,1.018,6.2,11.5,6.3,4.0
8,0.46,0.84,0.0,1.018,1.0,9.3,5.4,2.8
8,0.48,0.9,0.31,1.018,1.2,7.0,3.9,2.3
5,0.38,0.94,0.04,1.018,0.5,7.7,4.5,2.6
8,0.24,0.96,0.0,1.018,0.0,4.4,3.6,1.7
8,0.24,0.95,0.0,1.018,0.0,6.1,4.6,3.6
6,0.55,0.86,0.0,1.018,2.1,8.6,4.1,1.5
8,0.23,0.87,0.0,1.018,0.0,6.8,4.0,2.4
7,0.49,0.77,0.0,1.018,1.6,6.0,4.1,3.0
8,0.22,0.94,0.0,1.018,0.0,3.6,-0.8,-2.4
3,0.73,0.83,0.0,1.018,4.9,4.7,0.7,-3.6
3,0.85,0.88,0.0,1.018,7.1,5.3,-0.1,-2.0
3,0.67,0.87,0.0,1.018,4.2,4.1,-0.1,-3.3
5,0.4,0.86,0.0,1.018,1.0,4.9,1.7,-2.6
8,0.21,0.93,0.21,1.018,0.0,5.8,4.2,1.4
5,0.76,0.87,0.23,1.018,6.1,13.5,6.8,4.4
8,0.21,0.92,0.28,1.018,0.0,9.2,6.9,4.9
3,0.43,0.81,0.0,1.018,1.4,14.0,7.6,5.2
6,0.57,0.82,0.0,1.018,3.3,10.3,5.3,2.0
6,0.2,0.94,0.0,1.018,0.0,5.2,0.9,-0.6
6,0.65,0.74,0.0,1.018,4.6,9.3,6.4,-1.1
8,0.32,0.73,0.29,1.018,0.6,12.7,11.2,8.6
8,0.26,0.82,0.31,1.018,0.2,12.9,8.4,5.5
8,0.35,0.8,0.42,1.018,0.9,13.0,9.9,4.6
8,0.29,0.66,0.0,1.018,0.4,17.6,15.1,11.8
7,0.46,0.67,0.26,1.018,2.2,19.1,11.5,8.3
7,0.43,0.7,0.01,1.018,1.8,8.3,2.8,0.6
4,0.66,0.68,0.0,1.018,5.9,4.8,1.0,-1.5
3,0.63,0.65,0.0,1.018,5.3,1.7,-0.5,-3.6
8,0.18,0.83,0.57,1.018,0.0,6.2,3.2,0.0
7,0.18,0.93,0.45,1.018,0.0,10.6,7.2,4.4
8,0.18,0.8,0.31,1.018,0.0,15.4,14.1,7.8
8,0.28,0.79,0.08,1.018,0.4,14.7,12.3,11.2
8,0.18,0.83,0.12,1.018,0.0,13.3,11.4,9.7
6,0.35,0.72,0.03,1.018,1.1,11.1,6.3,3.7
6,0.17,0.81,0.04,1.018,0.0,5.8,1.7,0.3
5,0.34,0.89,0.0,1.018,1.0,0.3,-2.8,-3.6
0,0.7,0.78,0.0,1.018,7.2,-3.0,-8.1,-9.6
0,0.69,0.89,0.0,1.018,7.0,-6.2,-9.7,-12.2
0,0.63,0.9,0.0,1.018,5.8,-3.2,-7.8,-11.5
0,0.67,0.92,0.0,1.018,6.6,-2.6,-7.3,-11.0
4,0.48,0.93,0.0,1.018,2.8,-0.5,-2.9,-9.1
3,0.6,0.94,0.0,1.018,5.1,1.2,-2.6,-5.4
8,0.17,0.92,0.0,1.018,0.0,-1.4,-2.5,-3.2
8,0.17,0.87,0.0,1.018,0.0,-2.4,-6.6,-7.9
5,0.49,0.9,0.47,1.018,3.0,-3.1,-5.2,-6.5
8,0.17,0.98,2.17,1.018,0.0,0.3,-2.3,-5.5
8,0.18,1.0,0.0,1.018,0.0,-1.8,-3.8,-4.6
8,0.18,1.0,0.0,1.018,0.0,0.5,-0.9,-3.7
2,0.55,0.95,0.0,1.018,4.0,1.3,-0.1,-0.8
7,0.35,0.92,0.0,1.018,1.0,2.3,0.8,-1.4
7,0.51,0.77,0.38,1.018,3.1,16.8,6.5,1.6
8,0.18,0.97,2.8,1.018,0.0,7.8,0.7,-0.5
8,0.18,0.98,0.1,1.018,0.0,-0.2,-1.8,-2.7
8,0.18,0.99,0.12,1.018,0.0,-1.9,-5.3,-7.5
6,0.18,0.96,0.0,1.018,0.0,0.0,-2.6,-6.3
8,0.18,1.0,0.0,1.018,0.0,-0.3,-1.1,-2.8
8,0.19,0.96,0.0,1.018,0.0,1.2,0.4,-0.7
6,0.55,0.95,0.0,1.018,3.4,4.4,1.7,0.0
0,0.72,0.92,0.0,1.018,6.6,4.1,0.4,-1.1
6,0.46,0.92,0.08,1.018,2.0,2.2,0.1,-3.7
8,0.42,0.77,0.09,1.018,1.5,9.9,6.0,0.7
8,0.19,0.89,0.5,1.018,0.0,13.4,5.9,2.9
6,0.46,0.8,1.87,1.018,1.9,11.1,7.6,1.9
8,0.2,0.92,0.6,1.018,0.0,10.3,4.0,3.2
6,0.6,0.78,0.0,1.018,3.7,7.5,2.9,1.0
5,0.3,0.93,0.0,1.018,0.3,4.6,1.4,-0.5
3,0.39,0.83,0.0,1.018,1.0,2.9,1.1,-1.4
4,0.7,0.79,0.0,1.018,5.2,7.0,2.7,-0.6
8,0.21,0.92,0.6,1.018,0.0,3.4,2.9,1.2
8,0.33,0.92,0.0,1.018,0.4,8.8,6.4,2.7
8,0.49,0.85,0.0,1.018,1.8,13.6,8.4,5.5
5,0.7,0.87,0.0,1.018,4.7,14.0,6.8,4.5
6,0.54,0.72,0.06,1.018,2.2,10.3,7.2,1.9
6,0.53,0.88,0.02,1.018,2.0,6.5,3.3,1.6
7,0.31,0.82,0.34,1.018,0.2,10.2,6.9,1.2
8,0.35,0.84,0.12,1.018,0.4,10.8,7.1,6.3
8,0.23,0.87,0.22,1.018,0.0,8.8,7.4,6.4
8,0.24,0.9,0.39,1.018,0.0,8.6,5.5,4.2
8,0.58,0.79,0.07,1.018,2.2,5.2,2.2,1.2
3,0.35,0.71,0.0,1.018,0.3,1.2,-3.4,-5.0
3,0.42,0.7,0.0,1.018,0.7,-3.2,-5.7,-8.2
3,0.84,0.74,0.0,1.018,5.4,-0.3,-5.3,-8.3
8,0.25,0.75,0.42,1.018,0.0,-1.8,-4.9,-9.5
7,0.44,0.84,0.11,1.018,0.7,2.5,-1.5,-4.3
7,0.64,0.83,0.0,1.018,2.4,2.8,-3.9,-7.4
8,0.26,0.88,0.16,1.018,0.0,2.0,0.5,-8.0
6,0.33,0.76,0.01,1.018,0.1,9.6,6.6,1.0
5,0.69,0.76,0.0,1.018,2.6,10.0,4.6,1.9
6,0.82,0.83,0.49,1.018,4.1,8.2,3.6,-0.3
8,0.28,0.87,0.0,1.018,0.0,8.0,4.7,2.7
8,0.28,0.86,0.0,1.018,0.0,4.6,2.5,1.5
8,0.52,0.77,0.0,1.018,0.9,4.4,2.0,-1.2
7,0.29,0.78,0.0,1.018,0.0,5.2,2.0,-0.9
8,0.3,0.66,0.3,1.018,0.0,9.5,6.5,-1.0
8,0.3,0.84,1.06,1.018,0.0,8.7,2.4,-0.1
8,0.78,0.82,0.16,1.018,2.8,2.5,-0.4,-1.5
4,0.9,0.8,0.25,1.018,4.0,2.1,-1.3,-5.6
8,0.39,0.75,0.33,1.018,0.1,7.6,5.3,-1.0
8,0.65,0.71,0.04,1.018,1.4,7.2,3.1,1.5
5,1.05,0.67,0.0,1.018,5.3,7.2,1.8,0.3
1,1.32,0.72,0.0,1.018,9.0,8.6,1.7,-1.9
1,1.26,0.74,0.0,1.018,7.9,7.1,1.8,-3.0
0,1.29,0.74,0.0,1.018,8.1,8.8,2.4,-3.6
5,0.68,0.6,0.0,1.018,1.3,3.3,0.0,-1.4
5,1.16,0.56,0.0,1.018,5.9,2.1,-0.9,-2.0
4,1.19,0.62,0.0,1.018,6.0,1.4,-3.3,-6.6
7,0.44,0.7,0.01,1.018,0.1,0.8,-1.7,-4.6
8,0.68,0.74,0.0,1.018,1.1,2.6,-1.1,-5.2
3,1.3,0.72,0.0,1.018,6.9,7.6,1.5,-1.7
8,0.38,0.88,0.88,1.018,0.0,0.9,-0.6,-3.4
8,0.4,0.89,0.0,1.018,0.0,0.0,-0.5,-1.2
8,0.41,0.81,0.0,1.018,0.0,3.0,0.2,-1.1
8,0.56,0.84,1.63,1.018,0.3,5.0,0.0,-4.5
8,0.42,0.9,2.41,1.018,0.0,5.5,3.0,0.1
8,0.42,0.84,0.18,1.018,0.0,6.1,1.6,0.0
6,0.58,0.77,0.04,1.018,0.3,0.8,-1.4,-1.8
